Price,mom_3,rev_3,mom_5,rev_5,mom_10,rev_10,mom_20,rev_20,mom_40,rev_40,mom_60,rev_60,vol_10,vol_20,vol_40,vol_60,volume_mom_5,volume_to_ma5,price_volume_corr_5,price_volume_cov_5,volume_mom_10,volume_to_ma10,price_volume_corr_10,price_volume_cov_10,volume_mom_20,volume_to_ma20,price_volume_corr_20,price_volume_cov_20,volume_mom_40,volume_to_ma40,price_volume_corr_40,price_volume_cov_40,price_volume_trend_20,price_volume_trend_40
mom_3,1.0,-1.0,0.7465392835251277,-0.7465392835251277,0.5068772425589854,-0.5068772425589854,0.34589575437411085,-0.34589575437411085,0.25483015655996266,-0.25483015655996266,0.20342976614506703,-0.20342976614506703,0.06030591565306593,0.06449786030185943,0.05633785398449015,0.05764667999929172,0.02417493020470337,0.023268810731342536,0.27758063481158907,0.3087154348649271,0.03802260694780115,0.03212854293582034,0.2563414225688929,0.21368107402493267,0.037348572305256074,0.04367614515937892,0.18056585457149638,0.11483693264371837,0.023518387516080538,0.035744678608819185,0.09099031940191876,0.040187524573166045,0.23948634740623712,0.1708558103799649
rev_3,-1.0,1.0,-0.7465392835251277,0.7465392835251277,-0.5068772425589854,0.5068772425589854,-0.34589575437411085,0.34589575437411085,-0.25483015655996266,0.25483015655996266,-0.20342976614506703,0.20342976614506703,-0.06030591565306593,-0.06449786030185943,-0.05633785398449015,-0.05764667999929172,-0.02417493020470337,-0.023268810731342536,-0.27758063481158907,-0.3087154348649271,-0.03802260694780115,-0.03212854293582034,-0.2563414225688929,-0.21368107402493267,-0.037348572305256074,-0.04367614515937892,-0.18056585457149638,-0.11483693264371837,-0.023518387516080538,-0.035744678608819185,-0.09099031940191876,-0.040187524573166045,-0.23948634740623712,-0.1708558103799649
mom_5,0.7465392835251277,-0.7465392835251277,1.0,-1.0,0.6737964684933193,-0.6737964684933193,0.44984474213576797,-0.44984474213576797,0.3326223944454972,-0.3326223944454972,0.2616656634454991,-0.2616656634454991,0.07795426937961919,0.08294459227707368,0.0718574061632035,0.07285286435738299,0.020124113379580994,0.013577257378265163,0.2968332259923472,0.3109844285557513,0.04371241819699515,0.02992691665045615,0.3051604535140277,0.2693278314672093,0.045785027349594457,0.04640301264569203,0.23896913747892418,0.16533978472798627,0.018305859342216457,0.03452276495659279,0.13334064543418683,0.06715734286496727,0.2618257131286882,0.18828730593737797
rev_5,-0.7465392835251277,0.7465392835251277,-1.0,1.0,-0.6737964684933193,0.6737964684933193,-0.44984474213576797,0.44984474213576797,-0.3326223944454972,0.3326223944454972,-0.2616656634454991,0.2616656634454991,-0.07795426937961919,-0.08294459227707368,-0.0718574061632035,-0.07285286435738299,-0.020124113379580994,-0.013577257378265163,-0.2968332259923472,-0.3109844285557513,-0.04371241819699515,-0.02992691665045615,-0.3051604535140277,-0.2693278314672093,-0.045785027349594457,-0.04640301264569203,-0.23896913747892418,-0.16533978472798627,-0.018305859342216457,-0.03452276495659279,-0.13334064543418683,-0.06715734286496727,-0.2618257131286882,-0.18828730593737797
mom_10,0.5068772425589854,-0.5068772425589854,0.6737964684933193,-0.6737964684933193,1.0,-1.0,0.6626736426280115,-0.6626736426280115,0.4938241622739872,-0.4938241622739872,0.3855252478577075,-0.3855252478577075,0.12049279286473995,0.12487447804955673,0.11303633066039008,0.11046152171444759,0.0028236788542397922,-0.0005742938269938984,0.2575187581892604,0.24959212475831272,0.022213697600737943,0.00514278687495165,0.3209751747147203,0.27638086971269243,0.04282143846292193,0.027630522482925343,0.3240726538165041,0.23361562504124167,0.015413805255952031,0.016916230823149084,0.21413156641130374,0.11843440772147833,0.2702501411250015,0.20876656370445623
rev_10,-0.5068772425589854,0.5068772425589854,-0.6737964684933193,0.6737964684933193,-1.0,1.0,-0.6626736426280115,0.6626736426280115,-0.4938241622739872,0.4938241622739872,-0.3855252478577075,0.3855252478577075,-0.12049279286473995,-0.12487447804955673,-0.11303633066039008,-0.11046152171444759,-0.0028236788542397922,0.0005742938269938984,-0.2575187581892604,-0.24959212475831272,-0.022213697600737943,-0.00514278687495165,-0.3209751747147203,-0.27638086971269243,-0.04282143846292193,-0.027630522482925343,-0.3240726538165041,-0.23361562504124167,-0.015413805255952031,-0.016916230823149084,-0.21413156641130374,-0.11843440772147833,-0.2702501411250015,-0.20876656370445623
mom_20,0.34589575437411085,-0.34589575437411085,0.44984474213576797,-0.44984474213576797,0.6626736426280115,-0.6626736426280115,1.0,-1.0,0.704599629061828,-0.704599629061828,0.5703176397123016,-0.5703176397123016,0.1403216297258967,0.1695588471158425,0.1629717801642803,0.1605057343744064,-0.02100890793892537,-0.013269620690753287,0.18289924454842293,0.1708523346135661,-0.028430328264493477,-0.024947032337775926,0.2596131331824682,0.20327496606827397,-0.015134278139710779,-0.02690559567378098,0.34519306435642233,0.2482006470939966,-0.05102657143651256,-0.03998485692580164,0.3335485448275679,0.2028108278680254,0.22706893604679323,0.19914480111430938
rev_20,-0.34589575437411085,0.34589575437411085,-0.44984474213576797,0.44984474213576797,-0.6626736426280115,0.6626736426280115,-1.0,1.0,-0.704599629061828,0.704599629061828,-0.5703176397123016,0.5703176397123016,-0.1403216297258967,-0.1695588471158425,-0.1629717801642803,-0.1605057343744064,0.02100890793892537,0.013269620690753287,-0.18289924454842293,-0.1708523346135661,0.028430328264493477,0.024947032337775926,-0.2596131331824682,-0.20327496606827397,0.015134278139710779,0.02690559567378098,-0.34519306435642233,-0.2482006470939966,0.05102657143651256,0.03998485692580164,-0.3335485448275679,-0.2028108278680254,-0.22706893604679323,-0.19914480111430938
mom_40,0.25483015655996266,-0.25483015655996266,0.3326223944454972,-0.3326223944454972,0.4938241622739872,-0.4938241622739872,0.704599629061828,-0.704599629061828,1.0,-1.0,0.8108868989721228,-0.8108868989721228,0.13631812234432328,0.16519262049119293,0.19982811708743461,0.19563763656798264,-0.008217269482530817,-0.004533778751133645,0.13201363520340706,0.1216756783380233,-0.012794802428981622,-0.015270313276049738,0.185843467983153,0.15869808678849046,-0.02868911687117795,-0.022951517099241533,0.2654015922466645,0.21576224340364314,-0.07885414082504716,-0.05780090722965042,0.33697634438468277,0.19945839341441873,0.2006137143240819,0.1988389464855143
rev_40,-0.25483015655996266,0.25483015655996266,-0.3326223944454972,0.3326223944454972,-0.4938241622739872,0.4938241622739872,-0.704599629061828,0.704599629061828,-1.0,1.0,-0.8108868989721228,0.8108868989721228,-0.13631812234432328,-0.16519262049119293,-0.19982811708743461,-0.19563763656798264,0.008217269482530817,0.004533778751133645,-0.13201363520340706,-0.1216756783380233,0.012794802428981622,0.015270313276049738,-0.185843467983153,-0.15869808678849046,0.02868911687117795,0.022951517099241533,-0.2654015922466645,-0.21576224340364314,0.07885414082504716,0.05780090722965042,-0.33697634438468277,-0.19945839341441873,-0.2006137143240819,-0.1988389464855143
